chip_affymetrix_chip,pp_number_of_probe_pairs,a_fy4_a,alpha_fy5_alpha,gal_gal,heat_heat,rel_alpha_fy5_alpha,rel_gal_gal,rel_heat_heat,avg_abund,median_deviation_of_log_fc_gal,sig_gal,sig_and_fc_gal,median_deviation_of_log_fc_fy5_alpha,sig_fy5_alpha,sig_and_fc_fy5_alpha,median_deviation_of_log_fc_heat,sig_heat,sig_and_fc_heat,thrshld_1=below_detection_fy4_a,thrshld_1=below_detection_fy5_alpha,thrshld_1=below_detection_gal,thrshld_1=below_detection_heat,thrshld_gal,thrshld_fy5_alpha,thrshld_heat,below_threshold_in_all_conditions,classification,id
C,21.0,0.52,0.34,0.42,0.36,0.0,0.0,0.0,0.41,0.13,0.0,0.0,0.22,0.0,0.0,0.17,0.0,0.0,?,?,?,?,5.0,4.0,5.0,0.0,01.01.11.02.01@01.01.11.03.01,448
C,21.0,0.4,0.28,0.3,0.53,0.0,0.0,0.03,0.37,0.13,0.0,0.0,0.3,0.0,0.0,0.13,0.23,0.0,?,?,1.0,?,5.0,4.0,2.0,0.0,01.04.04@11.02.03.01.04@11.02.03.01.07@11.02.03.04@11.04.03@14.01,449
C,20.0,0.4,0.27,0.49,0.2,0.0,0.0,0.0,0.34,0.26,0.0,0.0,0.29,0.0,0.0,0.17,0.0,0.0,1.0,?,?,1.0,4.0,4.0,5.0,0.0,02.11@02.13@20.01.15,450
C,21.0,0.4,0.09,0.3,0.2,0.0,0.0,0.0,0.24,0.13,0.0,0.0,0.59,0.0,0.0,0.17,0.0,0.0,1.0,?,1.0,1.0,5.0,5.0,5.0,0.0,01.04@10.03.01.01.03@14.07.03@20.01.11@20.09@34.01@34.11.12,451
C,20.0,0.4,0.32,0.3,0.31,0.0,0.0,0.0,0.31,0.13,0.0,0.0,0.22,0.0,0.0,0.17,0.0,0.0,1.0,?,1.0,?,5.0,4.0,4.0,0.0,11.02.01@16.03.01,452
C,20.0,0.4,0.14,0.3,0.2,0.0,0.0,0.0,0.25,0.13,0.0,0.0,0.44,0.0,0.0,0.17,0.0,0.0,1.0,?,1.0,1.0,5.0,4.0,5.0,0.0,01.05.25@10.03.01@10.03.03@16.09@34.11.03.07@40.01@41.01.01@42.01@42.04@43.01.03.05,453
C,21.0,0.4,0.1,0.3,0.52,0.0,0.0,0.17,0.31,0.13,0.0,0.0,0.59,0.0,0.0,0.34,0.5,0.0,1.0,1.0,1.0,?,5.0,5.0,2.0,0.0,01.05.02.07@01.20,454
C,20.0,0.4,0.12,0.3,0.2,0.0,0.0,0.0,0.24,0.13,0.0,0.0,0.49,0.0,0.0,0.17,0.0,0.0,1.0,?,1.0,1.0,5.0,4.0,5.0,0.0,14.10@16.01@20.09.07@20.09.18.09.01@42.04.03@43.01.03.05,455
C,20.0,0.49,0.35,0.3,0.4,0.0,-0.3,0.0,0.38,0.15,1.9,1.0,0.25,0.0,0.0,0.17,0.0,0.0,?,?,1.0,?,1.0,4.0,5.0,0.0,01.05@14.07.02.01,456
C,20.0,0.4,0.11,0.3,0.29,0.0,0.0,0.0,0.25,0.13,0.0,0.0,0.52,0.0,0.0,0.17,0.0,0.0,1.0,?,1.0,?,5.0,4.0,4.0,0.0,01.01.06.05.01@01.02.03.01@01.04,457
C,20.0,0.4,0.19,0.3,0.2,0.0,0.0,0.0,0.26,0.13,0.0,0.0,0.36,0.0,0.0,0.17,0.0,0.0,1.0,?,1.0,1.0,5.0,4.0,5.0,0.0,14.04@16.01@20.09.07.05@20.09.13,458
C,20.0,0.4,0.17,0.3,0.32,0.0,0.0,0.0,0.28,0.13,0.0,0.0,0.37,0.0,0.0,0.17,0.0,0.0,1.0,?,1.0,?,5.0,4.0,4.0,0.0,12.01.01@42.16,459
C,20.0,0.72,0.42,0.29,0.81,0.0,0.0,0.08,0.56,0.13,0.0,0.0,0.12,0.0,0.0,0.17,0.47,0.0,?,?,?,?,5.0,4.0,2.0,0.0,01.06@42.04,460
C,21.0,0.4,0.13,0.3,0.26,0.0,0.0,0.0,0.25,0.13,0.0,0.0,0.46,0.0,0.0,0.17,0.0,0.0,1.0,?,1.0,?,5.0,4.0,4.0,0.0,16.01@20.09.18.09.01@32.01.03@34.11.03.07@40.01@42.01@42.04.03@43.01.03.05,461
C,20.0,0.4,0.17,0.3,0.2,0.0,0.0,0.0,0.26,0.13,0.0,0.0,0.37,0.0,0.0,0.17,0.0,0.0,1.0,?,1.0,1.0,5.0,4.0,5.0,0.0,01.03.16.01@11.04.01@11.04.03@12.01,462
C,21.0,0.4,0.1,0.3,0.25,0.0,0.0,0.0,0.24,0.13,0.0,0.0,0.59,0.0,0.0,0.17,0.0,0.0,1.0,1.0,1.0,?,5.0,5.0,5.0,0.0,14.07.05@14.10@14.13.01.01@16.01@16.19.03,463
C,20.0,0.4,0.1,0.3,0.26,0.0,0.0,0.0,0.24,0.13,0.0,0.0,0.54,0.0,0.0,0.17,0.0,0.0,1.0,?,1.0,?,5.0,4.0,5.0,0.0,01.06@14.07.01@14.07.11,464
C,20.0,0.4,0.29,0.3,0.45,0.0,0.0,0.0,0.34,0.13,0.0,0.0,0.25,0.0,0.0,0.16,0.0,0.0,1.0,?,1.0,?,5.0,4.0,?,0.0,11.02.03.01.01@11.02.03.04,465
C,20.0,0.4,0.14,0.3,0.3,0.0,0.0,0.0,0.25,0.13,0.0,0.0,0.42,0.0,0.0,0.17,0.0,0.0,1.0,?,1.0,1.0,5.0,4.0,5.0,0.0,20.01.01.07.05@20.01.03.03@20.09.04,466
C,20.0,0.4,0.2,0.37,0.64,0.0,0.0,0.13,0.4,0.13,0.0,0.0,0.33,0.0,0.0,0.13,1.0,0.0,1.0,?,?,?,4.0,4.0,?,0.0,12.01.01,467
C,20.0,0.51,0.15,0.36,0.2,0.0,0.0,0.0,0.32,0.13,0.0,0.0,0.37,0.0,0.0,0.17,0.0,0.0,?,?,?,1.0,5.0,4.0,5.0,0.0,01.05.02.07@02.10@02.11@02.13.03@16.21.08@20.01.15@42.16,468
C,20.0,0.62,0.43,0.92,1.02,0.0,0.14,0.27,0.75,0.12,1.2,0.0,0.15,0.0,0.0,0.17,1.59,1.0,?,?,?,?,?,4.0,2.0,0.0,01.06.06.11@02.11@02.13@16.21.05@20.01.15@32.01.01,469
C,20.0,8.38,7.69,4.91,9.57,0.0,-0.14,0.1,7.64,0.12,1.2,0.0,0.11,0.0,0.0,0.1,1.0,0.0,?,?,?,?,?,?,?,0.0,01.05.02.07@02.01,470
C,20.0,1.28,0.88,1.3,9.38,0.0,0.01,0.49,3.21,0.12,0.1,0.0,0.25,0.0,0.0,0.32,1.53,1.0,?,?,?,?,?,4.0,2.0,0.0,32.01@42.01,471
C,20.0,0.35,0.17,0.47,0.2,0.0,0.0,0.0,0.31,0.13,0.0,0.0,0.39,0.0,0.0,0.17,0.0,0.0,?,?,?,1.0,4.0,4.0,5.0,0.0,01.06.02.01@14.07.01@20.01.17@43.01.03.09,472
C,20.0,0.4,0.11,0.3,0.2,0.0,0.0,0.0,0.24,0.13,0.0,0.0,0.5,0.0,0.0,0.17,0.0,0.0,1.0,?,1.0,1.0,5.0,4.0,5.0,0.0,11.04.01,473
C,21.0,0.4,0.22,0.3,0.26,0.0,0.0,0.0,0.27,0.13,0.0,0.0,0.23,0.0,0.0,0.17,0.0,0.0,1.0,?,1.0,?,5.0,4.0,4.0,0.0,14.07.05@14.10@14.13.01.01@16.01@16.19.03@18.02.01.01@32.01,474
C,20.0,0.4,0.35,0.37,0.46,0.0,0.0,0.0,0.38,0.13,0.0,0.0,0.14,0.0,0.0,0.17,0.0,0.0,1.0,?,?,?,5.0,4.0,4.0,0.0,01.01.09.06.01,475
C,20.0,0.4,0.13,0.3,0.2,0.0,0.0,0.0,0.25,0.13,0.0,0.0,0.53,0.0,0.0,0.17,0.0,0.0,1.0,?,1.0,1.0,5.0,4.0,5.0,0.0,42.01,476
C,21.0,0.4,0.1,0.3,0.2,0.0,0.0,0.0,0.24,0.13,0.0,0.0,0.56,0.0,0.0,0.17,0.0,0.0,1.0,?,1.0,1.0,5.0,4.0,5.0,0.0,14.13@43.01.03.05,477
C,20.0,0.5,0.2,0.3,0.44,0.0,0.0,0.0,0.35,0.13,0.0,0.0,0.53,0.0,0.0,0.17,0.0,0.0,1.0,?,1.0,?,5.0,5.0,5.0,0.0,20.01.07@20.09.18,478
C,21.0,0.36,0.65,0.57,0.8,0.0,0.0,-0.01,0.6,0.13,0.0,0.0,0.14,0.0,0.0,0.16,0.06,0.0,?,?,?,?,5.0,4.0,?,0.0,01.05@02.01,479
C,20.0,0.4,0.09,0.3,0.2,0.0,0.0,0.0,0.24,0.13,0.0,0.0,0.56,0.0,0.0,0.17,0.0,0.0,1.0,?,1.0,1.0,5.0,4.0,5.0,0.0,11.06.02,480
C,21.0,0.4,0.1,0.3,0.2,0.0,0.0,0.0,0.24,0.13,0.0,0.0,0.56,0.0,0.0,0.17,0.0,0.0,1.0,?,1.0,1.0,5.0,4.0,5.0,0.0,11.02.03.01.01@11.02.03.04,481
C,20.0,0.4,0.1,0.3,0.28,0.0,0.0,0.0,0.25,0.13,0.0,0.0,0.55,0.0,0.0,0.17,0.0,0.0,1.0,1.0,1.0,?,5.0,5.0,4.0,0.0,01.06.02.01@20.03,482
C,20.0,0.4,0.15,0.3,0.3,0.0,0.0,0.0,0.27,0.13,0.0,0.0,0.36,0.0,0.0,0.17,0.0,0.0,1.0,?,1.0,?,5.0,4.0,4.0,0.0,01.03.01.03@01.05.13.03@01.07@16.21.07,483
C,20.0,0.47,0.25,0.4,1.25,0.0,0.0,0.27,0.59,0.21,0.0,0.0,0.39,0.0,0.0,0.26,1.04,1.0,?,?,?,?,5.0,4.0,?,0.0,01.04@14.01@16.01@16.19.03@32.01,484
C,20.0,0.4,0.19,0.3,0.2,0.0,0.0,0.0,0.26,0.13,0.0,0.0,0.3,0.0,0.0,0.17,0.0,0.0,1.0,?,1.0,1.0,5.0,4.0,5.0,0.0,01.06@20.01.03@20.01.13@20.03@20.09.16@20.09.18@32.01@41.01.01,485
C,20.0,0.4,0.16,0.3,0.2,0.0,0.0,0.0,0.25,0.13,0.0,0.0,0.39,0.0,0.0,0.17,0.0,0.0,1.0,?,1.0,1.0,5.0,4.0,5.0,0.0,01.04@16.19.03@20.01.03@20.01.13@20.03.25,486
C,20.0,0.4,0.1,0.3,0.24,0.0,0.0,0.0,0.24,0.13,0.0,0.0,0.59,0.0,0.0,0.17,0.0,0.0,1.0,1.0,1.0,?,5.0,5.0,5.0,0.0,20.01.01.01.01@34.01.01.01,487
C,20.0,0.4,0.25,0.3,0.31,0.0,0.0,0.0,0.29,0.13,0.0,0.0,0.21,0.0,0.0,0.17,0.0,0.0,1.0,?,1.0,?,5.0,4.0,5.0,0.0,20.03.01.01,488
C,21.0,0.4,0.15,0.3,0.2,0.0,0.0,0.0,0.25,0.13,0.0,0.0,0.36,0.0,0.0,0.17,0.0,0.0,1.0,?,1.0,1.0,5.0,4.0,5.0,0.0,01.01.09.03@01.02,489
C,20.0,0.4,0.14,0.3,0.2,0.0,0.0,0.0,0.25,0.13,0.0,0.0,0.39,0.0,0.0,0.17,0.0,0.0,1.0,?,1.0,1.0,5.0,4.0,5.0,0.0,10.01.05.01@11.02.03.01.01@11.02.03.04@12.04,490
C,21.0,0.4,0.14,0.3,0.2,0.0,0.0,0.0,0.25,0.13,0.0,0.0,0.4,0.0,0.0,0.17,0.0,0.0,1.0,?,1.0,1.0,5.0,4.0,5.0,0.0,01.04@14.07.03@32.01,491
C,20.0,0.53,0.6,0.3,1.24,0.0,0.0,0.26,0.66,0.13,0.0,0.0,0.15,0.0,0.0,0.21,1.24,1.0,?,?,1.0,?,5.0,4.0,?,0.0,20.01.01.01.01@34.01.01.01,492
C,20.0,0.4,0.27,0.3,0.44,0.0,0.0,0.0,0.33,0.13,0.0,0.0,0.26,0.0,0.0,0.17,0.0,0.0,1.0,?,1.0,?,5.0,4.0,4.0,0.0,01.06.06.11,493
C,20.0,0.4,0.1,0.3,0.42,0.0,0.0,0.08,0.28,0.13,0.0,0.0,0.56,0.0,0.0,0.17,0.47,0.0,1.0,1.0,1.0,?,5.0,5.0,2.0,0.0,14.13.01,494
C,20.0,0.4,0.14,0.3,0.2,0.0,0.0,0.0,0.25,0.13,0.0,0.0,0.43,0.0,0.0,0.17,0.0,0.0,1.0,?,1.0,1.0,5.0,4.0,5.0,0.0,01.05@02.16.01,495
C,20.0,0.4,0.22,0.3,0.2,0.0,0.0,0.0,0.27,0.13,0.0,0.0,0.25,0.0,0.0,0.17,0.0,0.0,1.0,?,1.0,1.0,5.0,4.0,5.0,0.0,01.01.05.01.01@01.07.01@01.20.17.03,496
C,20.0,0.4,0.1,0.3,0.38,0.0,0.0,0.0,0.27,0.13,0.0,0.0,0.59,0.0,0.0,0.17,0.0,0.0,1.0,1.0,1.0,?,5.0,5.0,4.0,0.0,01.01.06.01@01.01.06.02.02@01.02@32.01.11,497
C,20.0,0.4,0.15,0.3,0.45,0.0,0.0,0.0,0.3,0.13,0.0,0.0,0.42,0.0,0.0,0.17,0.0,0.0,1.0,?,1.0,?,5.0,4.0,?,0.0,01.01.06.01@01.01.06.02.02@01.02@32.01.11,498
C,20.0,0.4,0.34,0.36,0.44,0.0,0.0,0.1,0.37,0.13,0.0,0.0,0.17,0.0,0.0,0.24,0.42,0.0,1.0,?,?,?,5.0,4.0,2.0,0.0,01.03.04@01.03.10@10.03.01@11.04.01@11.06.01@40.01@42.04,499
C,21.0,0.4,0.11,0.3,0.2,0.0,0.0,0.0,0.24,0.13,0.0,0.0,0.51,0.0,0.0,0.17,0.0,0.0,1.0,?,1.0,1.0,5.0,4.0,5.0,0.0,01.06@14.07.01,500
C,21.0,0.4,0.4,0.3,0.41,0.0,0.0,0.0,0.36,0.13,0.0,0.0,0.21,0.0,0.0,0.17,0.0,0.0,1.0,?,1.0,?,5.0,4.0,4.0,0.0,01.03.01,501
C,21.0,0.4,0.21,0.3,0.34,0.0,0.0,0.0,0.29,0.13,0.0,0.0,0.48,0.0,0.0,0.17,0.0,0.0,1.0,?,1.0,?,5.0,4.0,4.0,0.0,20.09.07.03@20.09.07.05@20.09.07.27,502
C,21.0,0.4,0.12,0.3,0.2,0.0,0.0,0.0,0.24,0.13,0.0,0.0,0.46,0.0,0.0,0.17,0.0,0.0,1.0,?,1.0,1.0,5.0,4.0,5.0,0.0,14.04@20.01.10@20.03@20.09.05,503
C,20.0,0.4,0.53,0.62,0.33,0.0,0.09,0.0,0.46,0.2,0.5,0.0,0.2,0.0,0.0,0.17,0.0,0.0,1.0,?,?,?,2.0,4.0,5.0,0.0,02.11@02.13@02.45.15@20.01.01.01@20.01.15@20.03.22@20.09.04@34.01.01.03,504
C,20.0,0.4,0.13,0.3,0.2,0.0,0.0,0.0,0.25,0.13,0.0,0.0,0.44,0.0,0.0,0.17,0.0,0.0,1.0,?,1.0,1.0,5.0,4.0,5.0,0.0,01.05.03@01.05.25@01.25.01@20.09.07@34.11.03.07@41.01.01@43.01.03.05@43.01.03.09,505
C,20.0,0.4,0.13,0.3,0.2,0.0,0.0,0.0,0.25,0.13,0.0,0.0,0.44,0.0,0.0,0.17,0.0,0.0,1.0,?,1.0,1.0,5.0,4.0,5.0,0.0,14.04@16.07@20.01.10@20.01.21@20.09.01@42.10.05,506
C,20.0,0.4,0.59,0.3,0.55,0.0,0.0,-0.09,0.44,0.13,0.0,0.0,0.1,0.0,0.0,0.09,1.0,0.0,1.0,?,1.0,?,5.0,4.0,?,0.0,20.01.01.07.07@20.01.03.03@20.09.04,507
C,20.0,0.4,0.15,0.3,0.2,0.0,0.0,0.0,0.25,0.13,0.0,0.0,0.35,0.0,0.0,0.17,0.0,0.0,1.0,?,1.0,1.0,5.0,4.0,5.0,0.0,16.01@16.06@40.01@42.04.03@42.04.05@43.01.03.05,508
C,21.0,0.4,0.13,0.3,0.2,0.0,0.0,0.0,0.25,0.13,0.0,0.0,0.43,0.0,0.0,0.17,0.0,0.0,1.0,?,1.0,1.0,5.0,4.0,5.0,0.0,14.01,509
C,21.0,0.4,0.34,0.31,0.54,0.0,-0.11,0.0,0.39,0.07,1.6,0.0,0.14,0.0,0.0,0.16,0.0,0.0,1.0,?,?,?,?,4.0,?,0.0,12.01.01@42.16,510
C,20.0,0.4,0.15,0.3,0.34,0.0,0.0,0.0,0.28,0.13,0.0,0.0,0.53,0.0,0.0,0.17,0.0,0.0,1.0,?,1.0,?,5.0,4.0,5.0,0.0,01.05.03.02.04@14.07.02@14.10,511
C,20.0,0.4,0.21,0.3,0.2,0.0,0.0,0.0,0.27,0.13,0.0,0.0,0.41,0.0,0.0,0.17,0.0,0.0,1.0,?,1.0,1.0,5.0,4.0,5.0,0.0,14.07.11@16.01,512
C,20.0,0.42,0.26,0.3,0.94,0.0,-0.2,0.37,0.47,0.09,1.8,0.0,0.28,0.0,0.0,0.3,1.23,1.0,?,?,1.0,?,1.0,4.0,?,0.0,01.04@01.05@01.06@32.01,513
C,21.0,1.42,1.64,0.83,2.07,0.0,-0.19,0.07,1.49,0.11,1.7,0.0,0.13,0.0,0.0,0.17,0.41,0.0,?,?,?,?,?,?,?,0.0,14.01,514
C,21.0,0.4,0.09,0.3,0.2,0.0,0.0,0.0,0.24,0.13,0.0,0.0,0.58,0.0,0.0,0.17,0.0,0.0,1.0,?,1.0,1.0,5.0,4.0,5.0,0.0,01.04@11.02.03.04@14.07.03,515
C,20.0,0.4,0.16,0.3,0.35,0.0,0.0,0.0,0.28,0.13,0.0,0.0,0.42,0.0,0.0,0.17,0.0,0.0,1.0,?,1.0,?,5.0,4.0,5.0,0.0,11.02.03.04@16.03.01,516
C,21.0,0.4,0.17,0.3,0.27,0.0,0.0,0.0,0.26,0.13,0.0,0.0,0.48,0.0,0.0,0.17,0.0,0.0,1.0,?,1.0,?,5.0,4.0,5.0,0.0,20.01.27@20.03.25@20.09.16@32.07,517
C,20.0,0.4,0.1,0.3,0.3,0.0,0.0,0.0,0.24,0.13,0.0,0.0,0.54,0.0,0.0,0.17,0.0,0.0,1.0,?,1.0,1.0,5.0,4.0,5.0,0.0,01.04.04@20.01.01.07.07,518
C,20.0,0.46,0.41,0.3,0.52,0.0,0.0,0.06,0.41,0.13,0.0,0.0,0.15,0.0,0.0,0.16,0.38,0.0,?,?,1.0,?,5.0,4.0,?,0.0,02.13,519
C,21.0,0.4,0.09,0.3,0.31,0.0,0.0,0.0,0.25,0.13,0.0,0.0,0.57,0.0,0.0,0.17,0.0,0.0,1.0,?,1.0,?,5.0,4.0,4.0,0.0,14.01@14.07@20.01.15,520
C,21.0,0.4,0.11,0.3,0.2,0.0,0.0,0.0,0.24,0.13,0.0,0.0,0.5,0.0,0.0,0.17,0.0,0.0,1.0,?,1.0,1.0,5.0,4.0,5.0,0.0,01.06.02.01,521
C,20.0,0.4,0.26,0.3,0.3,0.0,0.0,0.0,0.28,0.13,0.0,0.0,0.19,0.0,0.0,0.17,0.0,0.0,1.0,?,1.0,1.0,5.0,4.0,5.0,0.0,12.04.01@42.16,522
C,21.0,0.4,0.15,0.3,0.2,0.0,0.0,0.0,0.25,0.13,0.0,0.0,0.49,0.0,0.0,0.17,0.0,0.0,1.0,?,1.0,1.0,5.0,4.0,5.0,0.0,20.01.01.01@20.01.15@20.03.22@20.09.13@34.01.01.03,523
C,20.0,0.4,0.2,0.3,0.43,0.0,0.0,-0.0,0.31,0.13,0.0,0.0,0.33,0.0,0.0,0.16,0.19,0.0,1.0,?,1.0,?,5.0,4.0,2.0,0.0,01.20.19.01@20.01.01.01.01.01@20.09.18@32.05.01.03.03@34.01.01.01,524
C,21.0,0.4,0.13,0.3,0.29,0.0,0.0,-0.12,0.26,0.13,0.0,0.0,0.44,0.0,0.0,0.04,3.0,0.0,1.0,?,1.0,?,5.0,4.0,?,0.0,02.13,525
C,21.0,0.4,0.1,0.6,0.2,0.0,0.05,0.0,0.32,0.18,0.3,0.0,0.59,0.0,0.0,0.17,0.0,0.0,1.0,1.0,?,1.0,2.0,5.0,5.0,0.0,01.03.16@02.13.03,526
C,20.0,0.4,0.1,0.3,0.2,0.0,0.0,0.0,0.24,0.13,0.0,0.0,0.54,0.0,0.0,0.17,0.0,0.0,1.0,?,1.0,1.0,5.0,4.0,5.0,0.0,14.04@20.09.01,527
C,20.0,0.4,0.17,0.38,0.58,0.0,0.0,0.1,0.37,0.13,0.0,0.0,0.42,0.0,0.0,0.21,0.48,0.0,1.0,?,?,?,4.0,4.0,2.0,0.0,01.05.02.04@01.05.02.07@01.05.09.04@01.05.09.07@02.01@02.07@02.19,528
C,21.0,0.4,0.11,0.3,0.2,0.0,0.0,0.0,0.24,0.13,0.0,0.0,0.52,0.0,0.0,0.17,0.0,0.0,1.0,?,1.0,1.0,5.0,4.0,5.0,0.0,01.07.01,529
C,20.0,0.4,0.18,0.3,0.71,0.0,0.0,0.0,0.38,0.13,0.0,0.0,0.33,0.0,0.0,0.18,0.0,0.0,1.0,?,1.0,?,5.0,4.0,4.0,0.0,01.03.01.03@01.05.13.03,530
C,20.0,0.4,0.1,0.3,0.2,0.0,0.0,0.0,0.24,0.13,0.0,0.0,0.55,0.0,0.0,0.17,0.0,0.0,1.0,?,1.0,1.0,5.0,4.0,5.0,0.0,11.04.01@12.01@42.01,531
C,20.0,0.69,0.91,0.94,0.98,0.0,0.1,0.12,0.88,0.09,1.1,0.0,0.13,0.0,0.0,0.1,1.2,0.0,?,?,?,?,?,4.0,?,0.0,02.11@02.13.03@02.16.01@20.01.15@42.16,532
C,20.0,0.4,0.14,0.3,0.29,0.0,0.0,0.0,0.26,0.13,0.0,0.0,0.4,0.0,0.0,0.17,0.0,0.0,1.0,?,1.0,?,5.0,4.0,4.0,0.0,14.07,533
C,21.0,0.4,0.1,0.3,0.6,0.0,0.0,0.24,0.33,0.13,0.0,0.0,0.59,0.0,0.0,0.4,0.6,0.0,1.0,1.0,1.0,?,5.0,5.0,2.0,0.0,01.01.05.01.02@01.05@01.20.17.01@02.16@32.01,534
C,20.0,0.4,0.1,0.3,1.45,0.0,0.0,0.51,0.54,0.13,0.0,0.0,0.57,0.0,0.0,0.34,1.5,1.0,1.0,1.0,1.0,?,5.0,5.0,2.0,0.0,14.13.01@14.13.04.02@18.01.07@18.02.01.02.03@32.01,535
C,20.0,0.4,0.1,0.3,1.33,0.0,0.0,0.5,0.51,0.13,0.0,0.0,0.59,0.0,0.0,0.65,0.77,0.0,1.0,1.0,1.0,?,5.0,5.0,2.0,0.0,16.09@32.01.03,536
C,20.0,0.4,0.21,0.3,0.72,0.0,0.0,0.24,0.39,0.13,0.0,0.0,0.22,0.0,0.0,0.32,0.75,0.0,1.0,?,1.0,?,5.0,4.0,2.0,0.0,01.01.09.01.02@01.05.05.07@01.07,537
C,20.0,0.4,0.21,0.3,0.37,0.0,0.0,0.0,0.3,0.13,0.0,0.0,0.32,0.0,0.0,0.17,0.0,0.0,1.0,?,1.0,?,5.0,4.0,4.0,0.0,10.03.01@42.01,538
C,21.0,0.4,0.12,0.3,0.24,0.0,0.0,0.0,0.24,0.13,0.0,0.0,0.48,0.0,0.0,0.17,0.0,0.0,1.0,?,1.0,?,5.0,4.0,5.0,0.0,01.04@01.06.06.11@01.06.10,539
C,21.0,0.42,0.23,0.3,0.36,0.0,0.0,-0.1,0.32,0.13,0.0,0.0,0.23,0.0,0.0,0.07,1.43,0.0,?,?,1.0,?,5.0,4.0,?,0.0,01.07.01,540
C,20.0,0.4,0.1,0.3,0.28,0.0,0.0,0.0,0.25,0.13,0.0,0.0,0.59,0.0,0.0,0.16,0.0,0.0,1.0,1.0,1.0,?,5.0,5.0,4.0,0.0,01.03.16@10.01.05.01@10.01.05.03.01@10.01.09.03@10.03.01@10.03.02.01@16.01@32.01.09@42.01,541
D,20.0,0.1,0.1,0.06,0.0,0.0,0.0,0.0,0.07,0.31,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,?,1.0,4.0,5.0,5.0,0.0,01.03.16@10.01.03@16.03.01@16.03.03@16.17.07@42.01,542
D,21.0,0.1,0.1,0.0,0.06,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.36,0.0,0.0,1.0,1.0,1.0,?,5.0,5.0,4.0,0.0,02.13,543
D,20.0,0.1,0.1,0.0,0.06,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.31,0.0,0.0,1.0,1.0,1.0,?,5.0,5.0,4.0,0.0,10.03.01,544
D,20.0,0.1,0.1,0.09,0.07,0.0,0.0,0.0,0.09,0.23,0.0,0.0,0.11,0.0,0.0,0.23,0.0,0.0,1.0,?,?,?,4.0,5.0,4.0,0.0,01.04@02.13.03@02.45,545
D,21.0,0.1,0.1,0.04,0.11,0.0,0.0,0.01,0.09,0.38,0.0,0.0,0.11,0.0,0.0,0.36,0.03,0.0,1.0,1.0,?,?,4.0,5.0,2.0,0.0,01.03.04,546
D,20.0,0.1,0.2,0.19,0.14,0.0,-0.04,-0.09,0.16,0.1,0.4,0.0,0.11,0.0,0.0,0.2,0.45,0.0,1.0,?,?,?,?,4.0,?,0.0,14.07.11@14.13,547
D,21.0,0.1,0.1,0.05,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,?,1.0,5.0,5.0,5.0,0.0,14.07.05@14.13.01@16.01,548
D,20.0,0.1,0.11,0.16,0.24,0.0,0.02,0.14,0.16,0.25,0.1,0.0,0.11,0.0,0.0,0.25,0.56,0.0,1.0,?,?,?,?,5.0,2.0,0.0,01.06.02.01@01.06.02.02@14.07.01,549
D,21.0,0.1,0.09,0.08,0.06,0.0,-0.17,-0.34,0.09,0.21,0.8,0.0,0.11,0.0,0.0,0.11,3.09,1.0,1.0,?,?,?,?,5.0,?,0.0,01.05@11.06.02,550
D,20.0,0.1,0.11,0.0,0.06,0.0,0.0,0.0,0.08,0.38,0.0,0.0,0.11,0.0,0.0,0.31,0.0,0.0,1.0,?,1.0,?,5.0,4.0,4.0,0.0,10.01.09.05@11.04.01,551
D,20.0,0.41,0.53,0.34,0.61,0.0,-0.08,0.1,0.47,0.25,0.3,0.0,0.14,0.0,0.0,0.19,0.53,0.0,?,?,?,?,?,?,?,0.0,01.06.02.02,552
D,21.0,0.1,0.1,0.07,0.08,0.0,0.0,0.0,0.09,0.25,0.0,0.0,0.11,0.0,0.0,0.31,0.0,0.0,1.0,1.0,?,?,4.0,5.0,4.0,0.0,12.04.01,553
D,20.0,0.1,0.1,0.11,0.15,0.0,0.0,0.16,0.12,0.25,0.0,0.0,0.13,0.0,0.0,0.25,0.64,0.0,1.0,1.0,?,?,4.0,5.0,2.0,0.0,01.05.03.01.04@01.05.25@18.02.01.01,554
D,20.0,0.1,0.16,0.08,0.09,0.0,0.0,0.0,0.12,0.38,0.0,0.0,0.18,0.0,0.0,0.33,0.0,0.0,1.0,?,?,?,5.0,5.0,5.0,0.0,11.02.03.01.04@11.02.03.04,555
D,20.0,0.15,0.14,0.1,0.09,0.0,0.0,-0.18,0.11,0.38,0.0,0.0,0.11,0.0,0.0,0.19,0.95,0.0,?,?,1.0,?,5.0,5.0,?,0.0,20.01.01.01.01@20.09.18@34.01.01.01,556
D,20.0,0.1,0.1,0.0,0.06,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.36,0.0,0.0,1.0,1.0,1.0,?,5.0,5.0,4.0,0.0,01.05@01.20.15@02.01,557
D,20.0,0.1,0.1,0.0,0.05,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,?,5.0,5.0,5.0,0.0,10.03.01@10.03.02@12.07,558
