chip_affymetrix_chip,pp_number_of_probe_pairs,a_fy4_a,alpha_fy5_alpha,gal_gal,heat_heat,rel_alpha_fy5_alpha,rel_gal_gal,rel_heat_heat,avg_abund,median_deviation_of_log_fc_gal,sig_gal,sig_and_fc_gal,median_deviation_of_log_fc_fy5_alpha,sig_fy5_alpha,sig_and_fc_fy5_alpha,median_deviation_of_log_fc_heat,sig_heat,sig_and_fc_heat,thrshld_1=below_detection_fy4_a,thrshld_1=below_detection_fy5_alpha,thrshld_1=below_detection_gal,thrshld_1=below_detection_heat,thrshld_gal,thrshld_fy5_alpha,thrshld_heat,below_threshold_in_all_conditions,classification,id
D,20.0,0.13,0.15,0.2,0.16,0.0,0.06,0.09,0.16,0.2,0.3,0.0,0.17,0.0,0.0,0.13,0.69,0.0,?,?,?,?,2.0,4.0,2.0,0.0,11.02.01@11.02.02@16.03.01,574
D,21.0,0.1,0.1,0.06,0.07,0.0,0.0,-0.21,0.08,0.33,0.0,0.0,0.11,0.0,0.0,0.16,1.31,1.0,1.0,1.0,?,?,4.0,5.0,?,0.0,01.03.16.01@02.13@11.04@16.03.03@18.02.01.01,575
D,20.0,0.1,0.1,0.07,0.09,0.0,0.0,0.0,0.09,0.2,0.0,0.0,0.11,0.0,0.0,0.24,0.0,0.0,1.0,?,?,?,4.0,4.0,4.0,0.0,14.04@20.01.10@20.03@20.09.04,576
D,21.0,0.14,0.23,0.3,0.35,0.0,0.17,0.29,0.26,0.1,1.7,0.0,0.16,0.0,0.0,0.19,1.53,1.0,?,?,?,?,?,5.0,?,0.0,20.03,577
D,20.0,0.1,0.13,0.16,0.12,0.0,0.1,0.0,0.13,0.16,0.6,0.0,0.11,0.0,0.0,0.26,0.0,0.0,1.0,?,?,?,2.0,4.0,4.0,0.0,01.03.16.01@11.04.03.01@16.03.03,578
D,20.0,0.1,0.1,0.06,0.13,0.0,0.0,0.0,0.1,0.38,0.0,0.0,0.13,0.0,0.0,0.27,0.0,0.0,1.0,1.0,?,?,5.0,5.0,4.0,0.0,11.02.03.04@14.07.05@14.13.01,579
D,20.0,0.1,0.11,0.0,0.08,0.0,0.0,-0.35,0.09,0.38,0.0,0.0,0.11,0.0,0.0,0.04,8.75,1.0,1.0,?,1.0,?,5.0,4.0,?,0.0,01.05.25@02.01.03@11.02.03.04.01,580
D,20.0,0.1,0.1,0.05,0.09,0.0,0.0,0.0,0.08,0.37,0.0,0.0,0.11,0.0,0.0,0.12,0.0,0.0,1.0,1.0,?,?,4.0,5.0,4.0,0.0,10.01.05.03@38.07,581
D,21.0,0.1,0.1,0.05,0.06,0.0,0.0,0.0,0.08,0.32,0.0,0.0,0.11,0.0,0.0,0.21,0.0,0.0,1.0,1.0,?,?,4.0,5.0,4.0,0.0,10.01.03@42.16,582
D,20.0,0.1,0.1,0.0,0.08,0.0,0.0,0.0,0.08,0.38,0.0,0.0,0.11,0.0,0.0,0.24,0.0,0.0,1.0,1.0,1.0,?,5.0,5.0,4.0,0.0,11.04.01@11.04.02,583
D,20.0,0.1,0.1,0.09,0.14,0.0,-0.27,0.0,0.11,0.11,2.5,1.0,0.11,0.0,0.0,0.2,0.0,0.0,1.0,1.0,?,?,?,5.0,4.0,0.0,02.13,584
D,21.0,0.1,0.1,0.05,0.05,0.0,0.0,0.0,0.07,0.37,0.0,0.0,0.11,0.0,0.0,0.29,0.0,0.0,1.0,1.0,?,?,4.0,5.0,4.0,0.0,10.01.03.05@10.01.05.01@10.01.09.05@10.03.01.03@32.01.09,585
D,21.0,0.19,0.32,0.64,0.75,0.0,0.07,0.39,0.48,0.29,0.2,0.0,0.11,0.0,0.0,0.12,3.25,1.0,?,?,?,?,?,5.0,?,0.0,01.05,586
D,21.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.08,0.28,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,?,1.0,4.0,5.0,5.0,0.0,10.03.01@18.02.01,587
D,20.0,0.1,0.1,0.04,0.1,0.0,0.0,0.0,0.07,0.37,0.0,0.0,0.11,0.0,0.0,0.34,0.0,0.0,1.0,1.0,?,1.0,4.0,5.0,5.0,0.0,16.01@18.01.07@30.01.05.05.01@42.16@43.01.03.05,588
D,21.0,0.1,0.1,0.1,0.17,0.0,0.0,0.08,0.12,0.21,0.0,0.0,0.11,0.0,0.0,0.15,0.53,0.0,1.0,1.0,?,?,4.0,5.0,?,0.0,14.10@16.01@32.01.07@42.16,589
D,20.0,0.1,0.1,0.1,0.14,0.0,0.0,0.12,0.1,0.38,0.0,0.0,0.11,0.0,0.0,0.42,0.29,0.0,1.0,1.0,1.0,?,5.0,5.0,2.0,0.0,01.01.09.04.01,590
D,21.0,0.1,0.1,0.0,0.1,0.0,0.0,-0.07,0.08,0.38,0.0,0.0,0.11,0.0,0.0,0.3,0.23,0.0,1.0,1.0,1.0,?,5.0,5.0,?,0.0,01.01.09.04@01.01.09.05@01.05@02.16,591
D,20.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.08,0.24,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,?,1.0,4.0,5.0,5.0,0.0,01.03.04@01.07.01,592
D,20.0,0.1,0.1,0.11,0.06,0.0,0.0,0.0,0.09,0.2,0.0,0.0,0.11,0.0,0.0,0.36,0.0,0.0,1.0,1.0,?,?,4.0,5.0,4.0,0.0,01.07.01@32.01,593
D,20.0,0.12,0.12,0.24,0.14,0.0,0.24,0.0,0.16,0.13,1.8,1.0,0.11,0.0,0.0,0.36,0.0,0.0,?,?,?,?,?,5.0,?,0.0,01.02@01.05.25@20.01.01.01@20.03.02.03.01,594
D,21.0,0.1,0.1,0.0,0.06,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.35,0.0,0.0,1.0,1.0,1.0,?,5.0,5.0,4.0,0.0,10.03.01.01.11@11.02.03.01@11.02.03.04,595
D,20.0,0.1,0.1,0.05,0.1,0.0,0.0,0.0,0.07,0.36,0.0,0.0,0.11,0.0,0.0,0.32,0.0,0.0,1.0,1.0,?,1.0,4.0,5.0,5.0,0.0,11.04.03.01@16.19.03,596
D,21.0,0.1,0.1,0.07,0.08,0.0,0.0,-0.18,0.09,0.2,0.0,0.0,0.11,0.0,0.0,0.2,0.9,0.0,1.0,1.0,?,?,4.0,5.0,?,0.0,01.03.04.03@01.04@16.19.03,597
D,20.0,0.1,0.1,0.0,0.06,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.33,0.0,0.0,1.0,1.0,1.0,?,5.0,5.0,4.0,0.0,01.04@14.07.03@18.02.01.01.05@30.01.05.01.03@30.05@32.01@34.11.03.13@42.01@42.04.03,598
D,21.0,0.1,0.1,0.11,0.07,0.0,0.0,0.0,0.09,0.21,0.0,0.0,0.11,0.0,0.0,0.24,0.0,0.0,1.0,1.0,?,?,4.0,5.0,4.0,0.0,01.07.01,599
D,21.0,0.1,0.1,0.1,0.13,0.0,-0.2,0.07,0.11,0.18,1.1,1.0,0.11,0.0,0.0,0.13,0.54,0.0,1.0,?,?,?,?,4.0,2.0,0.0,11.04.01@12.01.01@14.10@16.19.03,600
D,20.0,0.1,0.1,0.07,0.08,0.0,0.0,0.0,0.09,0.34,0.0,0.0,0.11,0.0,0.0,0.33,0.0,0.0,1.0,1.0,?,?,4.0,5.0,4.0,0.0,20.09.16.09.03@43.01.03.09,601
D,21.0,0.1,0.11,0.29,0.33,0.0,0.26,0.17,0.21,0.2,1.3,1.0,0.11,0.0,0.0,0.2,0.85,0.0,1.0,?,?,?,?,5.0,?,0.0,01.07.01,602
D,21.0,0.1,0.1,0.19,0.09,0.0,0.19,-0.1,0.12,0.14,1.4,0.0,0.11,0.0,0.0,0.26,0.38,0.0,1.0,1.0,?,?,2.0,5.0,?,0.0,01.07.01,603
D,21.0,0.1,0.1,0.06,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,?,1.0,4.0,5.0,5.0,0.0,01.05,604
D,21.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.08,0.38,0.0,0.0,0.11,0.0,0.0,0.3,0.0,0.0,1.0,1.0,1.0,?,5.0,5.0,4.0,0.0,01.04.04@11.02.03.04@18.02.01,605
D,20.0,0.1,0.1,0.1,0.08,0.0,0.0,0.0,0.08,0.35,0.0,0.0,0.11,0.0,0.0,0.28,0.0,0.0,1.0,1.0,1.0,?,5.0,5.0,4.0,0.0,14.07.05@14.10@14.13.01.01@16.01@16.19.03,606
D,20.0,0.1,0.1,0.06,0.06,0.0,0.0,0.0,0.08,0.31,0.0,0.0,0.11,0.0,0.0,0.34,0.0,0.0,1.0,1.0,?,?,4.0,5.0,4.0,0.0,10.01.05.01,607
D,20.0,0.13,0.11,0.11,0.12,0.0,0.0,0.0,0.12,0.23,0.0,0.0,0.11,0.0,0.0,0.19,0.0,0.0,?,?,?,?,4.0,5.0,4.0,0.0,01.07.01@01.20.37.01,608
D,20.0,0.1,0.1,0.07,0.0,0.0,0.0,0.0,0.08,0.24,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,?,1.0,4.0,5.0,5.0,0.0,01.05.25@11.02.03.01@11.02.03.04@34.11.03.07@43.01.03.09,609
D,20.0,0.1,0.1,0.05,0.08,0.0,0.0,0.0,0.08,0.37,0.0,0.0,0.11,0.0,0.0,0.26,0.0,0.0,1.0,1.0,?,?,5.0,5.0,4.0,0.0,99,610
D,21.0,0.1,0.13,0.2,0.17,0.0,0.16,0.07,0.15,0.24,0.7,0.0,0.11,0.0,0.0,0.19,0.37,0.0,1.0,?,?,?,2.0,4.0,?,0.0,01.01.06.05.01@01.02.03.01@32.01.03,611
D,20.0,0.1,0.1,0.1,0.06,0.0,0.0,0.0,0.08,0.36,0.0,0.0,0.11,0.0,0.0,0.36,0.0,0.0,1.0,1.0,1.0,?,5.0,5.0,4.0,0.0,01.04@16.19.03@20.03.25,612
D,21.0,0.14,0.11,0.18,0.18,0.0,-0.06,-0.01,0.15,0.19,0.3,0.0,0.14,0.0,0.0,0.17,0.06,0.0,?,?,?,?,?,5.0,?,0.0,14.01,613
D,21.0,0.1,0.11,0.11,0.1,0.0,-0.18,-0.1,0.11,0.2,0.9,0.0,0.11,0.0,0.0,0.25,0.4,0.0,1.0,?,?,?,?,5.0,?,0.0,01.07.01@01.20.15.03,614
D,21.0,0.18,0.14,0.45,0.24,0.0,0.2,-0.06,0.25,0.2,1.0,1.0,0.23,0.0,0.0,0.29,0.21,0.0,?,?,?,?,?,5.0,?,0.0,01.05@02.01@02.04,615
D,20.0,0.18,0.13,0.18,0.14,0.0,-0.02,-0.19,0.16,0.17,0.1,0.0,0.11,0.0,0.0,0.19,1.0,0.0,?,?,?,?,?,5.0,?,0.0,01.05@14.07.02.02,616
D,20.0,0.16,0.17,0.24,0.51,0.0,0.0,0.34,0.27,0.15,0.0,0.0,0.13,0.0,0.0,0.18,1.89,1.0,?,?,?,?,?,5.0,?,0.0,16.17.09@32.07@34.01.01.01@34.11.03,617
D,20.0,0.1,0.1,0.08,0.11,0.0,0.0,0.0,0.1,0.32,0.0,0.0,0.11,0.0,0.0,0.24,0.0,0.0,1.0,?,?,?,4.0,5.0,4.0,0.0,20.09.18,618
D,20.0,0.1,0.1,0.08,0.12,0.0,0.0,0.07,0.1,0.25,0.0,0.0,0.11,0.0,0.0,0.26,0.27,0.0,1.0,1.0,?,?,4.0,5.0,2.0,0.0,01.01@01.05,619
D,45.0,0.1,0.1,0.0,0.05,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,?,5.0,5.0,5.0,0.0,01.03.04.03@01.03.07@01.05.13.03@10.01.03,620
D,20.0,0.1,0.1,0.08,0.16,0.0,0.0,-0.04,0.11,0.19,0.0,0.0,0.11,0.0,0.0,0.21,0.19,0.0,1.0,1.0,?,?,4.0,5.0,?,0.0,01.04@14.07.03,621
D,21.0,0.1,0.1,0.1,0.08,0.0,0.0,0.0,0.09,0.31,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,?,?,4.0,5.0,4.0,0.0,20.09.07.03,622
D,21.0,0.33,0.23,0.33,0.36,0.0,0.0,0.07,0.31,0.29,0.0,0.0,0.16,0.0,0.0,0.2,0.35,0.0,?,?,?,?,?,5.0,?,0.0,01.04@14.07.11@14.13.01.01@16.19.03,623
D,20.0,0.1,0.1,0.06,0.05,0.0,0.0,0.0,0.08,0.36,0.0,0.0,0.11,0.0,0.0,0.35,0.0,0.0,1.0,?,?,?,4.0,4.0,4.0,0.0,11.02.03.01.04@14.13.01.01,624
D,20.0,0.1,0.1,0.1,0.21,0.0,-0.11,0.04,0.13,0.18,0.6,0.0,0.11,0.0,0.0,0.23,0.17,0.0,1.0,?,?,?,?,5.0,?,0.0,14.04@20.09.07,625
D,21.0,0.1,0.1,0.08,0.32,0.0,0.0,0.22,0.15,0.28,0.0,0.0,0.11,0.0,0.0,0.26,0.85,0.0,1.0,1.0,?,?,4.0,5.0,?,0.0,14.10@18.02.01.01.01@30.01.05.05.01,626
D,20.0,0.1,0.1,0.05,0.0,0.0,0.0,0.0,0.07,0.36,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,?,1.0,4.0,5.0,5.0,0.0,01.04@01.07.01@16.19.03,627
D,20.0,0.1,0.1,0.22,0.08,0.0,0.29,-0.14,0.12,0.21,1.4,1.0,0.11,0.0,0.0,0.21,0.67,0.0,1.0,1.0,?,?,2.0,5.0,?,0.0,01.04@01.05.25@02.19@10.03.01.03@10.03.02@11.02.03.04@14.07.03@18.02.01@32.01.05@34.11.09,628
D,21.0,0.1,0.1,0.17,0.11,0.0,-0.01,-0.08,0.12,0.29,0.0,0.0,0.11,0.0,0.0,0.29,0.28,0.0,1.0,1.0,?,?,?,5.0,?,0.0,11.02.03.01.07@11.04.03,629
D,20.0,0.1,0.1,0.07,0.1,0.0,0.0,0.0,0.08,0.27,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,?,1.0,4.0,5.0,5.0,0.0,01.06.05,630
D,20.0,0.1,0.1,0.07,0.09,0.0,0.0,0.0,0.09,0.29,0.0,0.0,0.11,0.0,0.0,0.32,0.0,0.0,1.0,?,?,?,5.0,4.0,4.0,0.0,10.03.03@14.10@16.01@20.09.18.09.01@32.01.03@40.01@42.04.03@43.01.03.05,631
D,20.0,0.1,0.1,0.08,0.11,0.0,0.0,-0.2,0.1,0.26,0.0,0.0,0.11,0.0,0.0,0.25,0.8,0.0,1.0,1.0,?,?,4.0,5.0,?,0.0,01.04@10.03.02@14.07.03@18.01.01@18.02.01.02.05@30.01.05.01.03@30.05@32.01@34.11.03.07@34.11.03.13@34.11.12@43.01.03.09,632
D,20.0,0.1,0.11,0.07,0.13,0.0,0.0,0.0,0.11,0.36,0.0,0.0,0.11,0.0,0.0,0.31,0.0,0.0,1.0,?,?,?,4.0,4.0,4.0,0.0,01.04@10.03.01@14.07.03@30.01.05.01.03@32.01@40.01.03@43.01.03.05,633
D,21.0,0.1,0.08,0.16,0.11,0.0,0.13,-0.15,0.12,0.18,0.7,0.0,0.11,0.0,0.0,0.22,0.68,0.0,1.0,?,?,?,2.0,5.0,?,0.0,11.04.03.01@11.04.03.05@16.03.03,634
D,20.0,0.11,0.2,0.23,0.23,0.0,0.14,0.05,0.19,0.24,0.6,0.0,0.12,0.0,0.0,0.27,0.19,0.0,?,?,?,?,?,5.0,?,0.0,14.04@20.01.10@20.03@20.09.05,635
D,20.0,0.1,0.1,0.08,0.06,0.0,0.0,0.0,0.08,0.27,0.0,0.0,0.11,0.0,0.0,0.25,0.0,0.0,1.0,1.0,?,?,4.0,5.0,4.0,0.0,32.07@42.16,636
D,20.0,0.1,0.1,0.08,0.08,0.0,0.0,0.0,0.09,0.24,0.0,0.0,0.11,0.0,0.0,0.21,0.0,0.0,1.0,1.0,?,?,4.0,5.0,4.0,0.0,11.02.03.04@18.02.01.02.01@34.11.03.07,637
D,20.0,0.1,0.1,0.06,0.06,0.0,0.0,0.0,0.08,0.28,0.0,0.0,0.11,0.0,0.0,0.3,0.0,0.0,1.0,1.0,?,?,4.0,5.0,4.0,0.0,11.02.01@11.04.01@12.01,638
D,20.0,0.19,0.17,0.27,0.2,0.0,-0.04,0.0,0.21,0.21,0.2,0.0,0.17,0.0,0.0,0.27,0.0,0.0,?,?,?,?,?,5.0,4.0,0.0,14.04@20.01.10@20.09.04,639
D,20.0,0.1,0.1,0.05,0.0,0.0,0.0,0.0,0.07,0.37,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,?,1.0,5.0,5.0,5.0,0.0,01.04@10.01.09.05@11.02.03.04@16.19.03,640
D,21.0,0.1,0.1,0.06,0.14,0.0,-0.24,0.13,0.1,0.14,1.7,1.0,0.11,0.0,0.0,0.27,0.48,0.0,1.0,1.0,?,?,?,5.0,2.0,0.0,20.03,641
D,20.0,0.1,0.1,0.09,0.12,0.0,0.0,-0.11,0.11,0.16,0.0,0.0,0.12,0.0,0.0,0.26,0.42,0.0,1.0,?,?,?,4.0,5.0,?,0.0,20.09.07.03@20.09.16,642
D,20.0,0.1,0.09,0.16,0.19,0.0,0.01,-0.07,0.14,0.39,0.0,0.0,0.11,0.0,0.0,0.31,0.23,0.0,1.0,?,?,?,?,5.0,?,0.0,01.05@14.07.02.01,643
D,20.0,0.1,0.1,0.09,0.1,0.0,0.0,0.0,0.1,0.25,0.0,0.0,0.12,0.0,0.0,0.16,0.0,0.0,1.0,?,?,?,4.0,5.0,4.0,0.0,14.04@16.01@20.01.10@20.09.16@20.09.18.09.01@42.04.03,644
D,21.0,0.1,0.12,0.13,0.1,0.0,-0.1,0.0,0.12,0.25,0.4,0.0,0.11,0.0,0.0,0.19,0.0,0.0,1.0,?,?,?,?,4.0,4.0,0.0,01.05.03@02.19@14.07.02@40.01,645
D,20.0,0.21,0.17,0.53,0.38,0.0,0.13,0.07,0.32,0.22,0.6,0.0,0.12,0.0,0.0,0.17,0.41,0.0,?,?,?,?,?,5.0,?,0.0,01.05.25@02.01.03@11.02.03.04,646
D,21.0,0.1,0.1,0.0,0.05,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,?,5.0,5.0,4.0,0.0,10.01.03.05@10.01.05.01@16.03.01,647
D,21.0,0.13,0.11,0.25,0.21,0.0,0.13,0.08,0.18,0.23,0.6,0.0,0.11,0.0,0.0,0.23,0.35,0.0,?,?,?,?,?,5.0,2.0,0.0,01.03@01.04@01.05.02.07@02.01,648
D,20.0,0.1,0.1,0.06,0.0,0.0,0.0,0.0,0.07,0.29,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,?,1.0,4.0,5.0,5.0,0.0,20.01.07@20.09.18,649
D,20.0,0.15,0.11,0.16,0.23,0.0,-0.0,0.1,0.16,0.13,0.1,0.0,0.12,0.0,0.0,0.18,0.56,0.0,?,?,?,?,2.0,4.0,2.0,0.0,01.03.10@30.01.09.07,650
D,21.0,0.1,0.11,0.06,0.11,0.0,0.0,-0.02,0.1,0.37,0.0,0.0,0.11,0.0,0.0,0.33,0.06,0.0,1.0,?,?,?,4.0,4.0,?,0.0,01.06.10@11.02.03.04.01@16.03.01@42.19,651
D,20.0,0.1,0.1,0.0,0.07,0.0,0.0,0.0,0.08,0.38,0.0,0.0,0.11,0.0,0.0,0.34,0.0,0.0,1.0,1.0,1.0,?,5.0,5.0,4.0,0.0,01.05@01.20.15@02.01,652
D,20.0,0.1,0.1,0.0,0.07,0.0,0.0,0.0,0.08,0.38,0.0,0.0,0.11,0.0,0.0,0.31,0.0,0.0,1.0,1.0,1.0,?,5.0,5.0,4.0,0.0,10.01.09.05@14.07.04@42.10.03,653
D,20.0,0.1,0.11,0.12,0.11,0.0,-0.05,0.0,0.12,0.2,0.3,0.0,0.11,0.0,0.0,0.26,0.0,0.0,1.0,?,?,?,?,4.0,4.0,0.0,14.07.07@18.02.01,654
D,20.0,0.72,0.8,1.2,0.75,0.0,0.13,-0.02,0.87,0.13,1.0,0.0,0.14,0.0,0.0,0.15,0.13,0.0,?,?,?,?,2.0,4.0,?,0.0,16.01@20.09.07,655
D,20.0,0.1,0.09,0.11,0.12,0.0,0.0,0.0,0.11,0.19,0.0,0.0,0.11,0.0,0.0,0.21,0.0,0.0,1.0,?,?,?,4.0,5.0,4.0,0.0,10.03.01.01.01@11.02.03.01.01@11.02.03.04,656
D,20.0,0.14,0.12,0.1,0.11,0.0,0.0,0.0,0.12,0.22,0.0,0.0,0.11,0.0,0.0,0.24,0.0,0.0,?,?,?,?,4.0,5.0,4.0,0.0,01.01.06.05@01.05.13.03@01.07.01@16.21.07,657
D,20.0,0.1,0.14,0.08,0.13,0.0,-0.19,-0.01,0.12,0.17,1.1,0.0,0.16,0.0,0.0,0.21,0.05,0.0,1.0,?,?,?,?,5.0,?,0.0,01.04@01.05.25@11.02.03.04@14.07.03@20.01.03.01,658
D,21.0,0.1,0.1,0.0,0.11,0.0,0.0,-0.1,0.09,0.38,0.0,0.0,0.11,0.0,0.0,0.27,0.37,0.0,1.0,1.0,1.0,?,5.0,5.0,?,0.0,02.11@20.01.01.01@20.01.15@20.03.22@34.01.01.03,659
D,20.0,0.1,0.1,0.05,0.1,0.0,0.0,0.0,0.09,0.29,0.0,0.0,0.11,0.0,0.0,0.24,0.0,0.0,1.0,1.0,?,?,4.0,5.0,4.0,0.0,14.04@20.09.13,660
D,21.0,0.1,0.1,0.0,0.05,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,?,5.0,5.0,5.0,0.0,01.06.06,661
D,21.0,0.1,0.1,0.12,0.12,0.0,-0.08,0.05,0.11,0.21,0.4,0.0,0.11,0.0,0.0,0.11,0.45,0.0,1.0,1.0,?,?,?,5.0,2.0,0.0,01.05.25@02.01.03@11.02.03.04.01@16.03.01,662
D,21.0,0.1,0.1,0.24,0.13,0.0,0.24,0.03,0.14,0.21,1.1,1.0,0.11,0.0,0.0,0.23,0.13,0.0,1.0,1.0,?,?,?,5.0,2.0,0.0,20.01.01.07@32.07,663
D,20.0,0.1,0.1,0.0,0.07,0.0,0.0,0.0,0.08,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,?,5.0,5.0,4.0,0.0,12.10,664
D,20.0,0.1,0.1,0.16,0.07,0.0,-0.07,0.0,0.11,0.19,0.4,0.0,0.11,0.0,0.0,0.24,0.0,0.0,1.0,1.0,?,?,?,5.0,4.0,0.0,99,665
D,20.0,0.1,0.1,0.1,0.12,0.0,0.0,0.0,0.11,0.27,0.0,0.0,0.11,0.0,0.0,0.24,0.0,0.0,1.0,1.0,?,?,4.0,5.0,4.0,0.0,01.01.03.05.02@01.01.05.03@01.02.07,666
D,20.0,0.1,0.1,0.05,0.0,0.0,0.0,0.0,0.07,0.33,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,?,1.0,4.0,5.0,5.0,0.0,01.05,667
D,21.0,0.1,0.1,0.0,0.08,0.0,0.0,-0.11,0.08,0.38,0.0,0.0,0.11,0.0,0.0,0.26,0.42,0.0,1.0,1.0,1.0,?,5.0,5.0,?,0.0,18.02.01.01.01@18.02.05@30.01.05.05.01@34.11.03.07@40.01.03@42.04@42.29@43.01.03.05,668
D,20.0,0.1,0.1,0.07,0.09,0.0,0.0,0.0,0.09,0.17,0.0,0.0,0.11,0.0,0.0,0.32,0.0,0.0,1.0,1.0,?,?,4.0,5.0,4.0,0.0,10.01.05.01@11.02.03.01.01@11.02.03.04,669
D,20.0,0.1,0.1,0.0,0.08,0.0,0.0,0.0,0.08,0.38,0.0,0.0,0.11,0.0,0.0,0.22,0.0,0.0,1.0,1.0,1.0,?,5.0,5.0,4.0,0.0,01.03.16@11.04.03@40.01,670
D,21.0,0.1,0.1,0.07,0.04,0.0,-0.24,0.0,0.08,0.14,1.7,1.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,?,?,?,5.0,4.0,0.0,14.04@20.03.01.05@20.09.01,671
D,20.0,0.16,0.16,0.15,0.18,0.0,-0.13,-0.06,0.16,0.24,0.5,0.0,0.11,0.0,0.0,0.22,0.27,0.0,?,?,?,?,?,5.0,?,0.0,01.04.04@01.05.25@10.01.09.05@10.03.01.01.01@11.02.03.01.01@11.02.03.04@34.11.03.07,672
D,20.0,0.24,0.2,0.77,0.22,0.0,0.36,-0.14,0.36,0.19,1.9,1.0,0.11,0.0,0.0,0.21,0.67,0.0,?,?,?,?,?,5.0,?,0.0,20.01.03@20.01.07@20.09.04,673
D,20.0,0.1,0.1,0.07,0.0,0.0,0.0,0.0,0.08,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,?,1.0,4.0,5.0,5.0,0.0,02.45@16.21.05@20.01.15,674
D,20.0,0.1,0.1,0.06,0.1,0.0,0.0,-0.21,0.09,0.35,0.0,0.0,0.12,0.0,0.0,0.17,1.24,1.0,1.0,1.0,?,?,4.0,5.0,?,0.0,01.06@01.07.01@14.10,675
D,20.0,0.1,0.09,0.12,0.12,0.0,0.0,-0.11,0.11,0.26,0.0,0.0,0.11,0.0,0.0,0.26,0.42,0.0,1.0,?,?,?,4.0,5.0,?,0.0,12.01.01@42.16,676
D,20.0,0.16,0.12,0.13,0.18,0.0,-0.13,-0.1,0.15,0.25,0.5,0.0,0.11,0.0,0.0,0.28,0.36,0.0,?,?,?,?,?,5.0,?,0.0,14.04@14.13.04.02@18.01.07@20.01.01.01.01,677
D,21.0,0.16,0.2,0.17,0.19,0.0,-0.12,0.0,0.18,0.2,0.6,0.0,0.23,0.0,0.0,0.2,0.0,0.0,?,?,?,?,?,4.0,?,0.0,10.03.01@11.04.03.01,678
D,20.0,0.1,0.11,0.13,0.14,0.0,0.0,0.0,0.12,0.18,0.0,0.0,0.11,0.0,0.0,0.31,0.0,0.0,1.0,?,?,?,4.0,5.0,4.0,0.0,01.04@12.07@14.07.03@30.01.05.01,679
D,21.0,0.1,0.1,0.08,0.06,0.0,-0.23,0.0,0.08,0.15,1.5,1.0,0.11,0.0,0.0,0.29,0.0,0.0,1.0,1.0,?,?,?,5.0,4.0,0.0,01.03.04@01.03.10@11.06.02,680
D,20.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.08,0.37,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,?,1.0,4.0,5.0,5.0,0.0,01.04@01.07.01,681
D,20.0,0.1,0.1,0.05,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,?,1.0,5.0,5.0,5.0,0.0,01.05.25@02.19@18.02.01,682
D,21.0,0.1,0.1,0.06,1.04,0.0,0.0,0.83,0.32,0.31,0.0,0.0,0.11,0.0,0.0,0.19,4.37,1.0,1.0,1.0,?,?,4.0,5.0,2.0,0.0,32.01.01@32.01.03@32.01.04@32.01.05,683
D,21.0,0.15,0.09,0.11,0.16,0.0,-0.28,0.0,0.13,0.1,2.8,1.0,0.19,0.0,0.0,0.24,0.0,0.0,?,?,?,?,?,5.0,4.0,0.0,20.01.01.01@20.09.04@34.01.01.01,684
D,20.0,0.1,0.1,0.11,0.11,0.0,-0.09,0.0,0.1,0.29,0.3,0.0,0.11,0.0,0.0,0.32,0.0,0.0,1.0,1.0,?,?,?,5.0,4.0,0.0,10.03.01,685
