alpha_0,alpha_7,alpha_14,alpha_21,alpha_28,alpha_35,alpha_42,alpha_49,alpha_56,alpha_63,alpha_70,alpha_77,alpha_84,alpha_91,alpha_98,alpha_105,alpha_112,alpha_119,elu_0,elu_30,elu_60,elu_90,elu_120,elu_150,elu_180,elu_210,elu_240,elu_270,elu_300,elu_330,elu_360,elu_390,cdc15_10,cdc15_30,cdc15_50,cdc15_70,cdc15_90,cdc15_110,cdc15_130,cdc15_150,cdc15_170,cdc15_190,cdc15_210,cdc15_230,cdc15_250,cdc15_270,cdc15_290,spo_0,spo_2,spo_5,spo_7,spo_9,spo_11,spo5_2,spo5_7,spo5_11,spo__early,spo__mid,heat_0,heat_10,heat_20,heat_40,heat_80,heat_160,dtt_15,dtt_30,dtt_60,dtt_120,cold_0,cold_20,cold_40,cold_160,diau_540,diau_660,diau_780,diau_900,diau_1020,diau_1140,diau_1260,classification,id
0.08,-0.47,-0.27,-0.17,-0.03,-0.4,0.2,-0.23,-0.17,-0.23,-0.27,-0.22,-0.1,-0.4,-0.2,-0.32,-0.14,-0.4,0.42,-0.06,-0.2,-0.4,-0.22,-0.62,-0.25,-0.4,0.2,0.11,-0.4,0.19,0.37,-0.15,0.55,0.39,0.39,0.06,0.14,-0.03,-0.09,?,-0.3,-0.17,-0.12,0.12,0.29,-0.03,0.34,-0.71,-1.29,-1.4,-0.51,-0.42,-0.64,-0.14,0.7,0.45,-1.79,-1.84,-0.04,0.28,-0.14,0.04,0.21,-0.56,-0.43,-0.14,-0.01,-0.04,-0.04,0.04,-0.38,-0.74,-0.38,-0.25,-0.17,-0.43,-0.06,0.4,0.16,10.01.05.01@16.03.01@32.01.09,269
0.12,-0.12,-0.2,-0.09,-0.15,-0.27,-0.1,-0.14,?,-0.3,-0.15,-0.32,-0.03,-0.49,-0.14,-0.07,-0.34,-0.3,0.31,-0.36,-0.09,-0.09,-0.4,-0.17,-0.36,-0.89,-0.15,-0.42,-0.25,-0.18,-0.2,-0.22,-0.03,0.01,0.14,0.01,0.06,0.07,-0.04,-0.15,-0.18,-0.01,-0.15,-0.23,0.03,-0.17,0.11,-0.27,-0.62,-0.62,-0.03,-0.2,-0.1,-0.03,0.28,0.46,-0.89,-1.0,0.29,-0.29,-0.06,-0.2,-0.36,0.21,-0.58,-0.07,-0.3,-0.4,-0.32,0.25,-0.1,-0.25,0.01,0.21,0.32,-0.12,-0.2,0.31,-0.25,01.05@14.07.02.02@42.01,270
0.19,0.19,0.06,-0.18,0.11,-0.1,0.08,-0.23,-0.04,-0.04,-0.12,-0.29,0.04,-0.15,-0.1,-0.14,-0.12,-0.36,0.25,-0.29,-0.12,-0.42,-0.36,-0.27,-0.4,-0.18,-0.15,-0.42,?,-0.12,-0.06,-0.34,-0.18,-0.29,0.32,-0.06,-0.15,-0.47,-0.07,-0.42,-0.15,0.03,-0.17,0.23,?,-0.1,0.56,-0.3,-0.14,?,?,0.03,-0.42,0.18,0.24,0.16,-0.79,-0.94,0.06,-0.25,-0.23,-0.27,-0.54,0.1,-0.42,?,-0.86,-0.34,-0.14,-0.01,0.15,-0.42,-0.18,-0.23,0.03,0.18,-0.09,0.5,-0.27,10.03.05.03@20.09.14@42.04.03@42.04.05,271
-0.71,-0.69,-0.76,-0.4,-0.54,-0.18,-0.36,-0.58,-0.43,-0.27,-0.58,-0.17,-0.34,-0.58,-0.58,-0.51,-0.43,-0.4,0.46,-0.45,0.3,-0.06,?,-0.12,-0.17,0.12,-0.22,-0.09,0.01,-0.15,-0.1,0.11,0.71,0.7,0.37,0.16,0.19,0.2,0.24,0.04,0.16,0.19,0.04,0.28,0.37,0.03,0.08,-0.29,-0.71,-0.69,-1.18,-0.06,0.01,-0.25,-0.69,0.33,-0.67,-0.84,-0.2,-0.43,0.04,-0.27,-0.18,0.23,-0.25,0.29,-0.14,-0.12,-0.4,0.42,-0.18,0.07,?,0.01,0.29,-0.12,-0.29,0.81,0.11,01.05.25@02.01.03@11.02.03.04.01,272
-0.47,-0.29,-0.3,-0.34,0.19,-0.18,0.36,-0.32,0.11,-0.45,-0.54,-0.34,-0.03,-0.4,-0.06,-0.36,-0.64,-0.69,-0.74,0.89,-0.69,-0.1,-0.06,-0.6,-0.14,-0.07,0.19,-0.12,-0.25,0.44,-0.25,0.06,-0.69,-0.74,-0.04,0.33,0.7,0.77,0.55,0.44,0.29,0.25,0.28,-0.74,0.48,0.43,0.77,-0.62,0.45,-0.92,-0.89,-1.47,-1.18,1.24,-0.42,-0.84,-0.45,-0.97,-0.04,0.57,0.32,1.53,1.01,-0.25,-0.43,-0.86,-0.58,-0.92,0.26,0.52,0.2,0.15,-0.3,0.11,-0.01,-0.45,-0.34,0.21,-0.36,20.01.01.07.07@20.01.03.03@20.09.04,273
-0.56,-0.38,-0.69,-0.32,-0.45,-0.38,-0.47,-0.64,-0.45,-0.23,-0.54,-0.18,-0.36,-0.49,-0.45,-0.22,-0.64,-0.42,-0.34,-0.25,0.57,0.23,-0.25,-0.29,-0.04,0.33,0.36,0.37,-0.07,0.37,?,0.36,-0.1,-0.01,?,0.41,0.19,-0.23,-0.01,-0.04,0.3,0.03,-0.14,-0.89,-0.07,-0.25,-0.34,-0.36,?,-0.25,-0.71,-0.81,-0.84,0.43,-0.29,-0.89,0.99,0.14,0.08,0.77,0.07,0.76,0.38,-0.18,-0.27,-0.56,-0.12,-0.29,0.11,-0.22,-0.04,0.2,0.11,-0.18,-0.15,-0.17,-0.2,-0.29,0.15,42.01,274
-0.49,-0.54,-0.86,-0.4,-0.51,-0.56,-0.27,?,-0.03,-0.34,-0.14,-0.1,-0.3,-0.45,-0.32,0.06,-0.81,-0.23,-0.3,0.42,0.37,0.08,-0.34,-0.54,-0.38,-0.07,0.56,0.49,0.16,0.51,0.48,0.52,-0.84,-0.89,-1.22,-0.81,-0.67,-0.49,-0.36,-0.51,-0.51,-0.3,-0.17,0.52,0.04,-0.12,-0.07,-0.01,-0.22,-0.67,-0.79,-0.62,-0.4,0.51,-0.12,-0.01,0.12,-0.49,-0.04,0.25,0.18,0.45,0.29,-0.43,-0.49,-0.71,-0.27,?,-0.15,-0.36,-0.6,?,0.12,0.01,-0.04,-0.01,-0.14,-0.14,-0.47,14.07.05@14.10@14.13.01.01@16.01@16.19.03@18.02.01.01@32.01,275
-0.92,-0.64,-0.84,-0.23,-0.27,0.1,0.03,0.26,0.4,0.72,0.7,0.63,0.7,0.51,0.58,0.6,0.64,0.73,0.32,1.31,0.86,0.23,0.59,0.55,0.56,0.38,0.15,0.42,0.36,-0.18,-0.25,0.26,-0.76,-0.81,-1.03,-0.64,0.39,1.3,0.77,0.8,0.51,-0.06,1.21,1.32,0.43,0.04,0.08,0.14,0.04,-1.0,-1.4,-1.18,-0.94,0.82,-0.58,-0.45,-0.81,-2.0,0.04,-0.12,-0.07,0.15,0.49,0.76,0.79,-1.22,-0.76,-0.56,0.01,0.52,-0.64,0.25,0.16,0.1,-0.42,-0.64,-1.09,-1.43,-1.29,20.01.01.01.01.01@34.01.01.01,276
0.82,-0.15,0.04,0.16,0.74,0.82,1.45,1.17,1.69,1.65,1.96,1.7,1.56,1.21,1.92,1.74,2.11,1.65,0.29,1.07,-0.58,-0.49,-0.38,-0.34,-0.1,?,0.12,0.18,-0.2,0.26,-0.42,-0.45,-1.79,-2.12,-2.25,-0.97,0.9,1.94,1.18,0.4,0.33,1.57,1.94,0.97,1.08,0.6,0.97,-0.18,-0.67,-2.47,-2.84,-2.18,-2.06,1.67,-0.76,0.07,-2.32,-4.64,-0.15,-0.18,-0.62,-0.6,-0.58,-0.92,-0.1,-1.09,-1.09,-1.79,0.5,-0.94,-1.0,-0.56,0.16,-0.17,-0.18,-0.79,-0.86,-1.56,-1.94,01.20.19.01@20.01.01.01.01.01@20.09.18@32.05.01.03.03@34.01.01.01,277
0.32,0.06,0.11,0.14,0.08,-0.15,0.21,-0.22,-0.07,0.01,0.01,-0.04,0.11,-0.25,-0.12,-0.36,-0.1,-0.06,0.81,-0.4,-0.34,-0.36,0.14,-0.04,-0.42,-0.29,-0.14,-0.14,-0.15,-0.34,-0.47,-0.15,0.08,0.37,0.5,-0.03,-0.01,0.01,0.11,-0.17,-0.34,-0.2,-0.17,-0.79,0.25,?,0.19,-0.42,-0.6,-0.76,-0.79,-0.86,-0.67,0.24,-0.18,0.03,-0.51,-0.86,-0.25,0.55,-0.62,0.19,-0.3,0.37,-0.67,0.24,-0.47,0.06,-0.64,?,0.6,0.21,-0.49,-0.32,0.2,-0.23,-0.29,0.6,-0.23,11.02.03.01.01@11.02.03.04@32.05.01.03.03@34.01.01.01,278
0.01,?,-0.38,-0.23,-0.32,-0.09,0.31,0.1,0.11,0.03,-0.22,-0.22,?,-0.58,-0.14,-0.17,0.07,-0.17,-0.76,0.06,-0.07,0.24,?,-0.12,-0.23,-0.04,-0.04,-0.04,0.06,0.1,0.11,0.2,0.04,-0.27,-0.22,-0.18,?,?,0.18,0.04,-0.43,0.01,0.19,0.26,0.18,-0.04,0.16,-0.4,-0.14,-0.56,-0.76,-1.09,-0.67,-0.03,-0.67,0.51,-0.64,-0.3,-0.06,-0.22,0.16,-0.4,-0.22,-0.06,-0.38,-0.17,-0.22,-0.23,-0.32,0.15,0.25,0.12,-0.12,0.03,0.39,-0.03,0.08,0.72,0.38,01.20.15.03@02.13@14.10,279
0.16,-0.23,0.18,0.5,0.28,-0.12,0.19,-0.29,0.18,0.07,0.01,0.11,0.07,-0.06,-0.15,-0.04,?,-0.15,-0.29,-0.27,-0.4,-0.25,0.07,-0.1,-0.15,0.15,0.14,0.21,-0.1,0.23,0.25,0.31,-0.4,-0.29,-0.01,-0.18,-0.01,?,-0.17,-0.2,-0.14,-0.15,-0.29,-0.58,-0.12,-0.27,-0.25,-0.3,-0.09,-0.4,-0.79,-0.86,-0.76,0.18,-0.86,-0.86,-0.3,-0.12,-0.4,-0.09,0.25,0.14,-0.12,-0.56,-0.18,-0.45,-0.03,-0.47,0.31,-0.2,-0.07,-0.01,0.16,0.08,0.07,-0.27,-0.23,-0.17,-0.92,20.09.07@20.09.18,280
-0.17,-0.47,-0.17,-0.14,-0.17,-0.25,0.16,-0.38,-0.06,-0.01,-0.23,-0.01,-0.03,-0.27,-0.23,-0.29,-0.22,?,-0.45,-0.23,-0.42,-0.34,0.12,-0.03,-0.42,0.29,0.18,0.19,-0.03,-0.17,0.12,0.11,0.01,0.04,0.16,0.25,0.11,-0.18,0.1,0.01,-0.2,0.07,0.07,-1.6,0.12,-0.09,0.06,-0.2,-0.36,-0.64,-1.25,-1.0,-1.06,0.04,-0.42,-0.86,0.2,-0.07,-0.06,-0.43,-0.56,0.15,?,-0.36,-0.36,-0.67,-0.15,-0.14,-0.34,0.04,-0.23,-0.06,-0.67,-0.47,0.24,-0.47,-0.45,0.34,-0.12,10.01.09.05@10.03.01@11.02.03.04,281
0.16,-0.34,-0.03,-0.03,0.03,0.4,0.16,-0.01,0.06,-0.18,-0.12,-0.32,-0.09,-0.25,0.03,-0.25,0.42,0.04,0.51,-0.12,-0.17,0.07,0.21,0.08,0.25,0.18,-0.14,-0.1,-0.01,-0.3,-0.36,-0.14,-0.17,-0.2,0.03,-0.04,?,-0.06,0.03,-0.22,-0.09,?,-0.1,-0.29,0.19,-0.03,0.41,-0.45,-0.43,-1.22,-1.51,-1.29,-0.92,0.26,-0.62,-0.27,-1.06,-1.03,-0.32,-1.0,-0.2,-0.27,-0.49,0.19,0.26,0.36,-0.18,?,-0.04,-0.14,0.49,0.3,-0.04,0.36,0.53,-0.32,-0.12,0.71,0.06,11.02.03.01.01@11.02.03.04,282
-0.18,0.1,0.15,-0.18,?,-0.18,0.03,0.18,-0.27,-0.14,-0.49,-0.23,-0.29,-0.51,-0.27,-0.25,-0.09,0.83,-1.43,0.3,0.54,0.46,0.1,0.07,0.52,1.03,1.06,0.66,0.41,0.67,0.86,0.79,-0.79,0.14,-0.25,-0.51,-0.45,0.54,-0.54,0.34,0.85,-0.94,-0.42,0.26,-1.64,-0.47,-0.76,-0.04,-0.79,-2.0,-1.18,-0.94,-0.74,0.15,-0.15,-0.06,-2.4,-2.47,-0.06,0.75,-0.06,0.65,0.65,0.36,-0.54,-0.45,-0.1,-0.43,-0.09,?,?,0.37,-0.62,-0.36,-0.2,-0.23,-0.38,0.2,0.04,20.01.07@20.09.18,283
-0.29,-0.22,-0.1,-0.07,?,-0.27,0.15,0.03,?,-0.14,0.24,-0.09,?,-0.04,0.31,0.23,-0.34,0.07,-0.22,-0.22,0.04,0.77,0.18,0.33,0.3,0.11,0.18,0.26,-0.01,0.19,0.43,0.21,-0.74,-0.36,-0.47,-0.67,-1.18,-0.09,-1.06,-0.76,-0.29,-0.94,-1.12,0.08,-1.29,-0.86,-0.92,0.11,-0.6,-0.89,-0.86,-0.71,-0.69,-0.12,-0.1,-0.09,-1.03,-1.43,0.06,0.53,?,0.43,0.15,?,-0.23,-0.81,-0.07,-0.45,0.07,0.16,0.04,0.7,0.36,-0.07,-0.12,-0.25,-0.3,-0.25,-0.4,11.02.03.04.01@11.02.03.04.03@16.03.01,284
0.36,-0.06,0.4,0.14,0.3,0.04,0.48,0.03,0.2,0.1,0.25,0.23,0.11,0.26,0.23,0.16,0.16,0.06,0.33,0.01,-0.22,0.1,?,-0.06,0.19,0.08,?,-0.03,0.14,0.24,-0.15,-0.09,-0.06,-0.1,?,-0.04,?,0.04,0.06,-0.14,-0.18,-0.23,-0.27,0.07,-0.27,-0.4,-0.54,-0.32,-0.36,-1.43,-1.32,-0.74,-0.42,0.76,-0.36,0.69,-0.81,-2.06,-0.23,-0.18,-0.58,-0.27,-0.04,0.54,-0.58,-0.54,-0.17,0.04,0.16,-0.49,0.58,0.18,0.23,0.41,0.39,-0.23,-0.22,-0.49,-0.2,20.01.01.01.01@20.03.22@20.09.07@20.09.16@34.01.01,285
-0.51,1.18,-0.32,-0.29,-0.71,-0.74,-0.6,-0.58,-0.27,0.01,-0.62,-0.25,-0.34,-0.6,-1.15,-0.45,-0.54,-0.18,-1.25,-0.47,-0.4,-0.22,-0.36,-0.4,-0.45,-0.27,-0.49,-0.84,-0.34,0.06,-0.06,0.56,-0.92,0.06,-0.42,-0.32,-0.49,-0.14,-0.2,0.28,0.81,-0.89,-0.4,0.07,-1.03,-0.42,-0.56,-0.38,-1.32,-1.64,-1.89,-1.43,-1.15,0.26,-0.6,0.26,-1.89,-2.74,0.28,1.47,0.14,0.12,-0.84,0.04,-0.45,-0.27,-0.92,-0.97,-0.58,0.59,0.23,0.28,-0.38,-0.3,-0.3,-0.2,-0.32,1.38,-0.12,10.03.01@11.02.03.01@11.02.03.04@32.01.03@32.05.01.03@34.11.03.13,286
0.12,-0.14,-0.07,-0.3,-0.09,0.06,0.25,0.38,?,0.18,-0.29,0.06,-0.29,-0.18,-0.32,-0.42,-0.25,-0.29,-0.58,0.2,0.24,0.55,0.53,0.25,-0.04,-0.04,-0.25,0.04,0.07,-0.2,-0.23,-0.3,0.44,0.54,0.33,0.59,0.62,0.48,0.65,0.43,0.1,0.52,0.49,-0.92,-0.01,-0.2,-0.4,-0.2,0.3,-0.81,-1.74,-1.36,-1.29,0.72,-1.36,-0.71,-0.92,-1.74,0.08,-0.84,-0.51,-0.06,0.4,0.58,-1.0,-1.43,-0.34,0.23,-0.14,0.15,0.51,0.7,0.23,0.41,0.83,0.06,0.07,-0.43,-1.03,01.06.06.09@01.06.06.11@16.21.05,287
-0.23,0.33,0.32,-0.06,?,0.07,0.01,-0.27,0.08,-0.22,-0.1,-0.25,0.14,-0.23,0.19,0.06,-0.17,-0.1,-0.34,-0.34,-0.04,-0.01,0.19,0.03,-0.38,-0.17,-0.15,0.07,-0.3,-0.01,-0.32,-0.34,-1.15,-1.64,-1.47,-0.29,0.08,0.42,-0.06,-0.4,-0.54,0.64,0.33,-1.36,-1.32,-1.29,-1.06,-0.07,0.1,-0.94,-1.4,-1.43,-2.64,0.85,-0.43,-1.84,-1.36,-3.84,0.03,-0.64,-0.86,-0.54,-0.67,-0.36,-0.74,-1.0,-1.32,-1.15,-0.09,0.57,?,?,0.12,0.16,0.68,-0.64,-0.25,-0.12,-0.43,20.01.01.01.01@34.01.01.01,288
0.06,-0.25,-0.3,-0.36,-0.07,-0.27,?,-0.14,-0.14,-0.43,-0.54,-0.51,-0.14,-0.17,-0.3,-0.47,0.19,-0.22,?,0.58,-0.18,0.31,0.18,-0.06,-0.1,-0.3,-0.54,-0.45,0.03,-0.43,-0.67,-0.27,0.49,0.57,0.31,-0.27,0.25,0.49,0.23,0.32,0.07,0.41,-0.14,0.56,0.15,-0.01,0.44,-0.51,-0.32,-0.51,-0.94,-0.64,-0.49,0.16,-0.49,-0.23,-0.6,-0.79,0.21,-0.79,-0.45,-0.23,-0.97,0.26,-0.97,-0.04,-0.94,-0.76,0.24,0.51,0.31,-0.23,-0.22,-0.14,0.2,-0.45,-0.18,0.63,0.1,11.04.01@11.04.02,289
0.15,0.11,-0.2,-0.06,?,?,0.1,0.12,0.19,0.04,-0.01,?,0.19,-0.34,-0.14,-0.2,-0.23,?,-0.03,-0.12,-0.29,-0.29,0.01,-0.1,-0.29,-0.12,-0.12,-0.07,0.08,-0.03,0.07,-0.04,0.36,0.41,0.43,?,0.25,0.36,0.44,-0.23,0.2,0.28,0.29,-0.04,0.53,0.44,0.56,-0.36,-0.29,?,?,-0.67,-0.54,0.31,-0.29,-0.4,-0.94,-0.84,-0.1,-0.47,-0.34,-0.25,-0.49,-0.03,?,0.12,-0.49,-0.14,-0.49,0.06,0.15,0.08,-0.58,-0.36,0.1,-0.42,-0.14,0.3,-0.4,01.04@11.02.03.04@16.19.03,290
-0.14,-0.4,0.06,-0.22,-0.29,-0.49,-0.23,-0.49,-0.29,-0.06,-0.38,-0.06,-0.22,-0.18,-0.43,-0.36,-0.32,-0.12,-0.81,-0.58,-0.3,-0.62,-0.32,0.18,0.04,0.11,-0.01,-0.07,0.16,0.25,-0.27,0.06,0.7,0.71,-0.04,0.1,0.25,0.69,1.27,0.94,0.21,0.41,0.55,0.11,0.99,0.9,0.76,-0.71,-0.42,-0.64,-0.94,-0.71,-0.76,0.07,-0.74,-0.3,-1.43,-1.03,0.04,-0.84,-0.32,0.18,-0.34,-0.06,-0.3,-0.06,-0.81,-0.86,-0.23,0.52,0.29,0.38,-0.3,-0.38,-0.22,-0.43,-0.3,-0.34,-1.32,11.04.03.01@16.03.03,291
0.04,-0.23,-0.12,-0.18,-0.07,0.12,-0.01,0.24,0.25,-0.3,-0.01,-0.2,-0.12,-0.3,?,0.04,?,-0.22,-0.22,-0.62,-0.3,0.07,0.12,-0.07,-0.01,-0.06,-0.43,-0.47,-0.09,-0.4,-0.34,-0.36,0.52,0.74,0.51,?,0.43,0.66,0.46,0.45,0.14,0.38,0.55,0.19,0.66,0.42,1.1,-0.2,-0.36,-0.84,-0.49,-0.71,-0.64,0.1,-0.29,-0.32,-0.14,-0.15,-0.1,-0.86,-0.04,-0.27,-0.74,0.29,-0.34,0.08,-1.09,-0.79,-0.34,0.3,-0.07,-0.04,-0.06,-0.2,-0.09,-0.14,-0.34,0.04,-0.36,11.04.03.01@16.03.03,292
-0.27,-0.49,-0.42,-0.15,-0.38,-0.32,-0.22,-0.36,-0.27,-0.42,-0.43,-0.32,-0.27,-0.49,-0.3,-0.42,?,-0.04,-0.54,0.45,-0.51,-0.43,0.1,-0.07,-0.62,-0.29,-0.42,-0.4,0.01,-0.42,-0.67,-0.84,0.46,0.24,0.14,0.07,0.34,0.34,0.42,0.29,0.19,0.42,0.38,-0.14,0.45,0.19,0.15,-0.54,-0.42,-0.71,-0.64,-0.62,-0.84,-0.1,-0.51,-0.56,-0.58,-0.64,-0.67,-0.74,0.07,-0.23,-0.17,0.32,-0.71,-0.36,-0.58,-0.15,-0.29,0.48,0.96,0.82,-0.3,-0.32,-0.25,-0.34,-0.32,-0.2,-0.29,02.13.03@11@12.07,293
-0.15,-0.15,-0.27,-0.1,-0.25,?,-0.1,-0.23,-0.09,-0.32,-0.58,-0.36,0.07,-0.56,-0.32,-0.3,-0.32,-0.04,-0.23,-0.58,-0.34,-0.2,-0.22,-0.38,-0.36,-0.49,-0.69,-0.51,-0.51,-0.71,-0.58,-0.47,-0.14,0.37,0.2,-0.01,?,0.24,0.06,0.1,0.08,0.23,-0.01,0.1,0.2,0.03,0.11,-0.22,-0.17,-0.23,-0.67,-0.86,-1.03,-0.2,-0.51,-0.3,-0.62,-0.2,-0.2,-0.25,-0.04,-0.27,-0.1,0.23,-0.47,-0.04,-0.42,-0.51,-0.18,0.7,0.25,0.37,0.15,0.15,0.01,-0.32,-0.43,-0.17,-0.49,11.02.01@11.02.02@11.02.03.01,294
-0.34,-0.94,0.12,-0.3,-0.12,0.31,-0.12,0.08,?,-0.22,0.06,-0.32,-0.15,-0.22,0.11,-0.15,0.1,-0.06,-0.12,-0.76,-0.54,-0.2,-0.32,-0.56,-0.62,-0.27,-0.42,-0.45,-0.54,-0.3,-0.47,-0.67,0.32,0.26,0.15,0.03,0.21,0.11,0.08,1.03,0.03,0.19,0.11,-0.2,0.03,-0.15,-0.17,-0.4,-0.2,-0.49,-1.12,-1.43,-1.74,-0.51,-1.18,-0.38,-0.47,-0.54,-0.23,-0.43,0.14,-0.22,-0.06,0.37,-0.2,-0.69,-0.22,-0.22,-0.38,0.33,0.4,0.18,0.03,-0.1,0.12,-0.09,-0.06,-0.47,-0.17,11.04.03.01@11.04.03.05@16.03.03,295
-0.2,-0.03,-0.14,0.33,0.04,0.37,-0.15,0.31,-0.01,-0.18,0.06,-0.1,-0.14,-0.14,-0.04,0.11,-0.06,-0.34,0.01,-0.25,-0.01,0.06,0.3,0.07,0.19,-0.36,-0.22,-0.3,-0.25,-0.49,-0.4,-0.32,0.58,0.46,0.36,0.23,0.34,0.28,0.51,0.23,0.29,0.38,0.36,0.31,0.42,0.24,0.14,-0.04,-0.74,-0.09,-0.56,-0.56,-0.51,-0.84,-0.84,-0.74,-0.81,-0.54,-0.15,-0.47,0.07,-0.43,-0.22,0.15,-0.12,-0.58,-0.71,-0.56,-0.34,0.43,0.7,0.38,0.06,-0.04,-0.32,-0.43,-0.56,-0.01,-0.6,01.03.16.01@02.13.03@11.04.03@16.03.03,296
-0.12,-0.58,-0.15,-0.2,-0.1,-0.29,0.11,-0.3,0.01,-0.15,-0.32,0.07,-0.1,-0.36,-0.2,-0.07,-0.14,-0.04,-0.56,-0.56,-0.43,-0.32,-0.32,-0.3,-0.32,0.12,0.21,0.07,-0.34,-0.17,-0.32,0.03,?,0.28,-0.25,-0.3,-1.47,-0.79,0.03,0.24,-0.23,-0.67,-0.62,0.46,-0.97,-0.14,-0.67,-0.27,-0.58,-0.86,-0.76,-0.71,-0.76,0.34,-0.29,0.28,-0.62,-0.71,-0.25,-0.23,0.29,0.2,0.12,-0.23,-0.29,-0.2,-0.38,-0.67,-0.06,0.32,-0.09,-0.18,-0.22,-0.27,-0.29,-0.38,-0.47,0.01,-0.22,11.02.03.01@11.02.03.04,297
-0.34,-0.29,-0.23,-0.15,-0.14,-0.32,-0.14,-0.14,0.12,-0.18,0.84,-0.14,-0.29,-0.2,0.36,0.37,-0.32,-0.3,0.14,-0.1,0.33,0.01,-0.09,-0.12,-0.1,-0.09,-0.1,-0.12,-0.4,0.2,-0.15,-0.14,0.06,0.04,-0.27,0.01,0.01,0.32,0.24,-0.36,-0.03,0.07,-0.23,0.42,-0.1,-0.18,-0.38,?,-0.38,-0.62,-1.0,-1.03,-0.4,0.1,-0.58,-0.17,-0.06,-0.54,-0.2,0.04,-0.06,0.45,-0.07,-0.03,-0.49,-0.42,-0.74,-0.51,0.03,0.25,0.95,0.01,-0.04,-0.36,-0.71,-0.92,-0.92,-0.45,-0.18,01.06@10.01.09.05@11.02.03.04.01@32.01.06@34.11.09,298
-0.34,-0.76,-0.84,-0.27,-0.6,-0.38,-0.38,-0.34,-0.47,-0.23,-0.27,-0.04,-0.54,-0.64,-0.45,0.16,-0.42,-0.29,-0.49,-0.01,-0.1,-0.01,-0.6,-0.25,-0.17,0.04,0.21,0.24,-0.25,0.43,-0.71,0.07,-0.22,-0.06,-0.6,-0.51,-0.67,-0.27,0.03,1.26,0.03,-0.81,-0.74,-0.86,-1.09,-0.69,-0.74,-0.32,-0.67,-0.81,-1.18,-0.86,-0.54,-0.15,-0.51,-0.27,-0.3,-0.18,-0.07,0.15,-0.4,0.78,0.18,0.38,-1.51,-0.94,-0.81,-0.89,0.31,-0.43,1.01,1.28,-0.1,0.01,-0.29,-0.62,-0.6,-1.0,-1.03,11.02.03.01@16.03.01,299
-0.64,-0.47,-0.42,-0.18,-0.03,-0.04,-0.34,-0.01,-0.1,-0.2,0.11,-0.23,-0.2,-0.14,0.14,-0.01,0.08,-0.04,-0.42,-0.42,-0.43,-0.15,-0.32,-0.49,-0.6,-0.42,-0.2,-0.27,-0.56,-0.17,-0.47,-0.49,-0.12,0.03,-0.07,-0.36,-0.17,-0.3,-0.1,0.04,-0.17,-0.34,-0.38,-0.4,-0.49,-0.38,-0.32,0.11,-0.4,-0.45,-0.34,-0.38,-0.45,-0.34,-0.58,-0.34,-0.2,-0.17,-0.56,0.06,-0.15,0.28,0.25,0.12,-0.76,-0.6,-0.6,-0.54,0.24,0.14,0.61,0.37,-0.1,-0.07,-0.22,-0.2,-0.43,-0.79,-0.84,01.03.16.01@12.07@32,300
-0.15,0.43,0.38,-0.17,-0.07,-0.42,0.08,0.28,0.1,-0.27,0.43,0.07,-0.15,0.34,0.06,0.04,-0.1,0.25,-0.25,-0.25,-0.2,-0.22,-0.01,-0.3,-0.36,-0.18,-0.54,-0.36,-0.42,-0.4,-0.38,-0.29,0.07,0.23,-0.18,-0.49,-0.27,0.24,0.25,-0.06,0.23,-0.38,-0.03,0.07,-0.15,-0.29,-0.6,-0.29,-0.56,-0.84,-0.79,-0.94,-0.94,-0.23,-0.38,-0.4,-0.04,-0.14,-0.27,1.03,0.48,0.67,0.19,0.07,-0.79,-0.74,-0.97,-0.97,-0.18,0.31,0.82,0.33,-0.18,-0.09,-0.17,-0.43,-0.51,-0.51,-0.23,16.13.01@30@34.11.12@42.01,301
-0.06,0.2,0.34,0.18,0.29,0.58,1.05,0.65,0.65,0.46,0.29,0.21,0.14,0.36,0.55,0.77,0.32,0.54,0.66,0.04,-0.12,-0.25,-0.36,-0.36,-0.23,-0.51,-0.01,-0.15,-0.2,-0.17,-0.38,-0.22,?,0.45,-0.17,-0.27,-0.56,-0.18,-0.56,1.19,0.58,-1.25,-0.54,0.53,-1.06,-0.43,-0.94,-0.27,-1.79,-1.84,-2.47,-2.0,-1.6,0.07,-0.45,-0.09,-1.32,-1.64,0.29,0.31,0.46,-0.06,0.14,0.12,-0.47,-0.56,-1.0,-0.81,0.37,0.41,1.44,0.36,-0.06,-0.36,-0.64,-0.69,-0.6,-1.4,-0.42,16.19.03@20.01.01.01@20.01.13@20.01.27@20.03.22@20.03.25@32.01.01@32.05.01.03@32.07@34.01.01.01,302
